algos,0,1,2,3,4,5,6,7
RF,0.677,0.702,0.717,0.778,0.754,0.782,0.798,0.8075
resnet,0.6005,0.643,0.687,0.7685,0.8085,0.854,0.8855,0.917
simpleCNN,0.655,0.638,0.646,0.716,0.742,0.765,0.7965,0.8215
2layercnn,0.497,0.5355,0.6085,0.6575,0.6825,0.708,0.737,0.7585
5layercnn,0.649,0.6565,0.739,0.7565,0.7835,0.852,0.8785,0.8865
