algos,0,1,2,3,4,5,6,7
RF,0.535,0.5755,0.5955,0.6115,0.623,0.637,0.655,0.6655
resnet,0.5725,0.594,0.628,0.6585,0.6965,0.724,0.7365,0.767
simpleCNN,0.537,0.576,0.5795,0.6015,0.608,0.6175,0.6435,0.6725
2layercnn,0.5035,0.5,0.5,0.6105,0.62,0.5725,0.5815,0.6495
5layercnn,0.53,0.586,0.6055,0.572,0.632,0.604,0.7325,0.745
