algos,0,1,2,3,4,5,6,7
RF,0.806,0.8365,0.856,0.873,0.863,0.871,0.8835,0.895
resnet,0.7685,0.804,0.868,0.897,0.9315,0.9425,0.9495,0.9625
simpleCNN,0.7865,0.786,0.8365,0.875,0.889,0.9055,0.9175,0.9365
2layercnn,0.54,0.52,0.7295,0.78,0.832,0.8545,0.8805,0.927
5layercnn,0.8225,0.8515,0.8755,0.9195,0.929,0.936,0.9355,0.957
