algos,0,1,2,3,4,5,6,7
RF,0.752,0.7875,0.802,0.8255,0.8305,0.8525,0.855,0.859
resnet,0.748,0.783,0.82,0.8575,0.8805,0.9105,0.9225,0.9435
simpleCNN,0.712,0.7555,0.7625,0.8035,0.826,0.8445,0.8615,0.8795
2layercnn,0.4985,0.5,0.7175,0.571,0.789,0.812,0.816,0.862
5layercnn,0.7335,0.806,0.7845,0.8075,0.874,0.872,0.9025,0.929
