algos,0,1,2,3,4,5,6,7
RF,0.7725,0.8255,0.808,0.845,0.8565,0.8655,0.881,0.891
resnet,0.738,0.765,0.8495,0.9145,0.9365,0.9585,0.973,0.9835
simpleCNN,0.7045,0.7665,0.8025,0.83,0.8925,0.92,0.936,0.949
2layercnn,0.4395,0.578,0.5,0.7505,0.804,0.8435,0.9175,0.952
5layercnn,0.7505,0.787,0.8715,0.8885,0.9355,0.9585,0.97,0.9795
