algos,0,1,2,3,4,5,6,7
RF,0.751,0.742,0.796,0.806,0.8165,0.837,0.84,0.8495
resnet,0.7265,0.77,0.799,0.848,0.8885,0.923,0.9415,0.9515
simpleCNN,0.696,0.712,0.7395,0.796,0.808,0.8365,0.8585,0.871
2layercnn,0.4995,0.6635,0.6655,0.719,0.741,0.8125,0.831,0.8715
5layercnn,0.7365,0.7985,0.825,0.7265,0.839,0.895,0.9325,0.927
