algos,0,1,2,3,4,5,6,7
RF,0.666,0.698,0.6965,0.742,0.7495,0.7785,0.7935,0.8115
resnet,0.722,0.747,0.761,0.803,0.8365,0.8655,0.8885,0.9105
simpleCNN,0.647,0.654,0.7215,0.728,0.762,0.801,0.8185,0.8315
2layercnn,0.5075,0.596,0.5995,0.6295,0.692,0.649,0.794,0.7765
5layercnn,0.7135,0.697,0.783,0.764,0.832,0.841,0.8805,0.896
