algos,0,1,2,3,4,5,6,7
RF,0.665,0.6825,0.6935,0.7205,0.7315,0.749,0.7555,0.7515
resnet,0.6975,0.752,0.7765,0.7845,0.8305,0.8605,0.8785,0.9035
simpleCNN,0.6015,0.6545,0.664,0.7045,0.726,0.748,0.766,0.7705
2layercnn,0.526,0.503,0.563,0.569,0.661,0.675,0.7465,0.766
5layercnn,0.579,0.676,0.6755,0.634,0.773,0.7525,0.84,0.8375
