algos,0,1,2,3,4,5,6,7
RF,0.6205,0.6535,0.694,0.6955,0.731,0.7445,0.747,0.7545
resnet,0.6815,0.72,0.7545,0.771,0.7985,0.8345,0.857,0.88
simpleCNN,0.54,0.549,0.6595,0.6855,0.704,0.7525,0.7575,0.7685
2layercnn,0.5005,0.4955,0.56,0.5855,0.538,0.7195,0.748,0.7545
5layercnn,0.5695,0.665,0.531,0.6955,0.754,0.777,0.818,0.828
