algos,0,1,2,3,4,5
RF,0.727,0.712,0.764,0.806,0.821,0.848
resnet,0.5825,0.754,0.825,0.8735,0.883,0.9265
CNN,0.502,0.5395,0.5715,0.6765,0.7475,0.8245
