algos,0,1,2,3,4,5
RF,0.7165,0.7095,0.7905,0.7945,0.828,0.8465
resnet,0.611,0.7115,0.8135,0.853,0.8875,0.938
CNN,0.4905,0.55,0.575,0.6525,0.7545,0.8115
