algos,0,1,2,3,4,5
RF,0.6995,0.726,0.7805,0.808,0.831,0.847
resnet,0.5815,0.657,0.8245,0.873,0.903,0.93
CNN,0.471,0.5305,0.5625,0.649,0.745,0.8405
