algos,0,1,2,3,4,5
RF,0.6205,0.719,0.7615,0.792,0.8255,0.8505
resnet,0.597,0.7245,0.801,0.851,0.8975,0.943
CNN,0.5005,0.5545,0.5785,0.635,0.7615,0.823
