algos,0,1,2,3,4,5
RF,0.6685,0.6735,0.77,0.8005,0.836,0.844
resnet,0.634,0.7345,0.8185,0.854,0.8965,0.9415
CNN,0.4835,0.538,0.59,0.6495,0.7595,0.834
