algos,0,1,2,3,4,5
RF,0.6845,0.749,0.76,0.8085,0.829,0.841
resnet,0.6635,0.6785,0.8295,0.851,0.893,0.938
CNN,0.4995,0.5285,0.5495,0.6345,0.7275,0.817
