algos,0,1,2,3,4,5
RF,0.6755,0.752,0.755,0.807,0.823,0.841
resnet,0.624,0.6705,0.817,0.8595,0.8985,0.9135
CNN,0.4875,0.5035,0.541,0.6495,0.7655,0.8545
