algos,0,1,2,3,4,5
RF,0.6685,0.755,0.769,0.801,0.8295,0.839
resnet,0.673,0.7355,0.8195,0.857,0.8835,0.9305
CNN,0.496,0.5015,0.5505,0.625,0.74,0.829
