algos,0,1,2,3,4,5
RF,0.7145,0.7485,0.745,0.8115,0.8295,0.8485
resnet,0.6205,0.7525,0.8105,0.8435,0.898,0.9335
CNN,0.488,0.5335,0.5365,0.6815,0.7695,0.8395
