algos,0,1,2,3,4,5
RF,0.713,0.7145,0.763,0.8015,0.8275,0.8425
resnet,0.672,0.7245,0.7935,0.8445,0.896,0.9375
CNN,0.4945,0.5455,0.5675,0.639,0.7415,0.8335
