algos,0,1,2,3,4,5
RF,0.7195,0.749,0.7595,0.7905,0.8375,0.8465
resnet,0.653,0.7175,0.818,0.851,0.8935,0.938
CNN,0.4735,0.511,0.546,0.6695,0.7575,0.8395
