algos,0,1,2,3,4,5
RF,0.6795,0.751,0.7535,0.7975,0.8265,0.8435
resnet,0.6185,0.732,0.7975,0.8675,0.8915,0.92
CNN,0.479,0.5195,0.578,0.656,0.7525,0.8185
