algos,0,1,2,3,4,5
RF,0.7305,0.7305,0.7805,0.8105,0.833,0.842
resnet,0.6235,0.7395,0.8115,0.8725,0.9,0.936
CNN,0.494,0.514,0.572,0.645,0.756,0.8515
