algos,0,1,2,3,4,5
RF,0.6405,0.724,0.75,0.7835,0.8305,0.842
resnet,0.604,0.724,0.818,0.8585,0.892,0.9305
CNN,0.4905,0.53,0.5595,0.663,0.768,0.829
