algos,0,1,2,3,4,5
RF,0.697,0.735,0.7745,0.8075,0.83,0.8505
resnet,0.6635,0.6815,0.8115,0.8555,0.907,0.9315
CNN,0.5005,0.517,0.549,0.6425,0.7595,0.839
