algos,0,1,2,3,4,5
RF,0.686,0.7295,0.7455,0.7985,0.8265,0.8435
resnet,0.6115,0.7015,0.8165,0.874,0.8985,0.9425
CNN,0.4855,0.515,0.557,0.656,0.7515,0.83
