algos,0,1,2,3,4,5,6,7
RF,0.21333333333333335,0.31816666666666665,0.338,0.43066666666666664,0.479,0.5103333333333333,0.5526666666666666,0.5813333333333334
resnet,0.16866666666666666,0.15583333333333332,0.25466666666666665,0.4305,0.5498333333333333,0.6456666666666667,0.7581666666666667,0.8168333333333333
simpleCNN,0.1615,0.17533333333333334,0.239,0.37916666666666665,0.45966666666666667,0.5183333333333333,0.5853333333333334,0.653
2layercnn,0.12233333333333334,0.13916666666666666,0.16616666666666666,0.172,0.26766666666666666,0.4083333333333333,0.49166666666666664,0.6176666666666667
5layercnn,0.17683333333333334,0.1725,0.22933333333333333,0.4066666666666667,0.5138333333333334,0.6355,0.6928333333333333,0.7858333333333334
