algos,0,1,2,3,4,5,6,7
RF,0.20214285714285715,0.24828571428571428,0.2852857142857143,0.33214285714285713,0.3881428571428571,0.4238571428571429,0.4702857142857143,0.4952857142857143
resnet,0.12857142857142856,0.14285714285714285,0.2112857142857143,0.36842857142857144,0.4654285714285714,0.5494285714285714,0.647,0.7182857142857143
simpleCNN,0.14257142857142857,0.15471428571428572,0.17714285714285713,0.2997142857142857,0.363,0.42542857142857143,0.4674285714285714,0.5385714285714286
2layercnn,0.15242857142857144,0.1437142857142857,0.14285714285714285,0.152,0.24771428571428572,0.3345714285714286,0.3882857142857143,0.5132857142857142
5layercnn,0.12028571428571429,0.172,0.1657142857142857,0.3452857142857143,0.43957142857142856,0.52,0.5778571428571428,0.6651428571428571
