algos,0,1,2,3,4,5,6,7
RF,0.2228,0.3522,0.4362,0.4766,0.513,0.5336,0.5794,0.5992
resnet,0.1768,0.2016,0.2696,0.462,0.5832,0.688,0.753,0.8124
simpleCNN,0.2312,0.2098,0.2948,0.4186,0.4764,0.5262,0.6166,0.6644
2layercnn,0.1576,0.2068,0.202,0.2348,0.3214,0.4068,0.5104,0.6344
5layercnn,0.1846,0.167,0.2732,0.4968,0.5516,0.6168,0.6726,0.7618
