algos,0,1,2,3,4,5,6,7
RF,0.22885714285714287,0.24728571428571428,0.27914285714285714,0.35385714285714287,0.3732857142857143,0.42714285714285716,0.45785714285714285,0.4848571428571429
resnet,0.1437142857142857,0.13614285714285715,0.21671428571428572,0.33485714285714285,0.4754285714285714,0.5641428571428572,0.6388571428571429,0.7057142857142857
simpleCNN,0.13085714285714287,0.172,0.208,0.2684285714285714,0.34114285714285714,0.42042857142857143,0.4887142857142857,0.5351428571428571
2layercnn,0.15128571428571427,0.14014285714285715,0.11285714285714285,0.19228571428571428,0.24371428571428572,0.2934285714285714,0.4067142857142857,0.48514285714285715
5layercnn,0.13485714285714287,0.14857142857142858,0.20985714285714285,0.3221428571428571,0.4142857142857143,0.49057142857142855,0.5858571428571429,0.622
