algos,0,1,2,3,4,5,6,7
RF,0.243,0.3746,0.4284,0.5044,0.5294,0.5774,0.607,0.6334
resnet,0.2046,0.2184,0.2504,0.4498,0.5902,0.6916,0.7882,0.846
simpleCNN,0.1378,0.2212,0.3174,0.3982,0.4936,0.5576,0.6222,0.667
2layercnn,0.1874,0.1848,0.2,0.2304,0.2802,0.447,0.5642,0.652
5layercnn,0.201,0.1626,0.2888,0.4766,0.5966,0.5878,0.7318,0.8064
