algos,0,1,2,3,4,5,6,7
RF,0.14785714285714285,0.2382857142857143,0.274,0.37257142857142855,0.4197142857142857,0.46185714285714285,0.4997142857142857,0.517
resnet,0.13314285714285715,0.14042857142857143,0.19285714285714287,0.35814285714285715,0.4644285714285714,0.5894285714285714,0.6868571428571428,0.7708571428571429
simpleCNN,0.1462857142857143,0.15171428571428572,0.198,0.31214285714285717,0.36757142857142855,0.42957142857142855,0.5151428571428571,0.5867142857142857
2layercnn,0.15414285714285714,0.1402857142857143,0.16714285714285715,0.16142857142857142,0.15871428571428572,0.3424285714285714,0.43557142857142855,0.5531428571428572
5layercnn,0.13014285714285714,0.16285714285714287,0.21542857142857144,0.35385714285714287,0.452,0.5521428571428572,0.6252857142857143,0.7078571428571429
