algos,0,1,2,3,4,5,6,7
RF,0.34525,0.3975,0.4835,0.55575,0.59575,0.63325,0.675,0.70975
resnet,0.23975,0.255,0.35875,0.57225,0.692,0.78475,0.84475,0.88275
simpleCNN,0.22125,0.2655,0.361,0.51625,0.5855,0.67125,0.728,0.77125
2layercnn,0.24925,0.257,0.261,0.267,0.33625,0.5545,0.644,0.759
5layercnn,0.251,0.259,0.3885,0.57775,0.67975,0.74925,0.794,0.84675
