algos,0,1,2,3,4,5,6,7
RF,0.36025,0.40175,0.4365,0.48675,0.5255,0.55225,0.57925,0.60575
resnet,0.2645,0.28275,0.3395,0.487,0.614,0.68925,0.75725,0.8245
simpleCNN,0.2405,0.25375,0.31375,0.42725,0.51025,0.561,0.614,0.647
2layercnn,0.2505,0.23875,0.258,0.34775,0.40525,0.45425,0.52325,0.608
5layercnn,0.23,0.2635,0.3005,0.45775,0.5695,0.6335,0.72075,0.7815
