algos,0,1,2,3,4,5,6,7
RF,0.2058,0.3682,0.4108,0.4764,0.5166,0.5706,0.6006,0.6204
resnet,0.2088,0.2024,0.2736,0.4422,0.5664,0.6652,0.7508,0.8132
simpleCNN,0.2232,0.2276,0.2786,0.4146,0.4712,0.5542,0.62,0.6682
2layercnn,0.2002,0.1892,0.2008,0.2594,0.2866,0.4316,0.5134,0.6578
5layercnn,0.1864,0.1888,0.2886,0.508,0.5676,0.6422,0.719,0.767
