algos,0,1,2,3,4,5,6,7
RF,0.2908,0.327,0.389,0.451,0.491,0.5456,0.5678,0.6026
resnet,0.1974,0.183,0.28,0.4506,0.575,0.6804,0.7414,0.7968
simpleCNN,0.212,0.1864,0.3046,0.4022,0.4872,0.5406,0.6118,0.6672
2layercnn,0.25,0.218,0.1924,0.2562,0.2712,0.4114,0.5194,0.6478
5layercnn,0.1936,0.2112,0.2518,0.4376,0.579,0.6498,0.6928,0.7684
