algos,0,1,2,3,4,5,6,7
RF,0.21471428571428572,0.25157142857142856,0.28414285714285714,0.35828571428571426,0.39671428571428574,0.4188571428571429,0.45257142857142857,0.483
resnet,0.13914285714285715,0.13342857142857142,0.16314285714285715,0.3162857142857143,0.45271428571428574,0.545,0.6398571428571429,0.7162857142857143
simpleCNN,0.13185714285714287,0.13514285714285715,0.19757142857142856,0.2682857142857143,0.37185714285714283,0.4184285714285714,0.4942857142857143,0.532
2layercnn,0.17014285714285715,0.14214285714285715,0.11985714285714286,0.16785714285714284,0.212,0.31657142857142856,0.3977142857142857,0.4997142857142857
5layercnn,0.13914285714285715,0.1662857142857143,0.2112857142857143,0.30442857142857144,0.4297142857142857,0.49228571428571427,0.5622857142857143,0.6655714285714286
