algos,0,1,2,3,4,5,6,7
RF,0.20114285714285715,0.20885714285714285,0.2934285714285714,0.3484285714285714,0.401,0.44771428571428573,0.487,0.5221428571428571
resnet,0.16157142857142856,0.1462857142857143,0.18728571428571428,0.36214285714285716,0.46085714285714285,0.58,0.6675714285714286,0.751
simpleCNN,0.19742857142857143,0.16685714285714287,0.22214285714285714,0.29114285714285715,0.3727142857142857,0.44485714285714284,0.512,0.5731428571428572
2layercnn,0.14885714285714285,0.1392857142857143,0.133,0.1762857142857143,0.25671428571428573,0.3467142857142857,0.3962857142857143,0.5292857142857142
5layercnn,0.16042857142857142,0.14685714285714285,0.1992857142857143,0.3442857142857143,0.4642857142857143,0.5147142857142857,0.6107142857142858,0.6905714285714286
