algos,0,1,2,3,4,5,6,7
RF,0.2663333333333333,0.2645,0.33916666666666667,0.4073333333333333,0.44816666666666666,0.5013333333333333,0.5461666666666667,0.5668333333333333
resnet,0.176,0.17783333333333334,0.27316666666666667,0.3878333333333333,0.5375,0.6321666666666667,0.7071666666666667,0.7955
simpleCNN,0.16616666666666666,0.15383333333333332,0.25,0.3551666666666667,0.4146666666666667,0.5013333333333333,0.5603333333333333,0.6071666666666666
2layercnn,0.1665,0.15966666666666668,0.16266666666666665,0.24016666666666667,0.23283333333333334,0.369,0.4623333333333333,0.5675
5layercnn,0.15133333333333332,0.16316666666666665,0.2623333333333333,0.4036666666666667,0.5061666666666667,0.5805,0.6505,0.7733333333333333
