algos,0,1,2,3,4,5,6,7
RF,0.2986,0.3454,0.3914,0.4966,0.5522,0.5914,0.6206,0.6482
resnet,0.198,0.1856,0.2948,0.4664,0.6246,0.7214,0.7756,0.841
simpleCNN,0.218,0.193,0.28,0.4002,0.5006,0.5938,0.6562,0.6972
2layercnn,0.2066,0.2008,0.2002,0.2436,0.28,0.466,0.5516,0.6776
5layercnn,0.1938,0.157,0.2462,0.4592,0.5892,0.6898,0.7558,0.819
