algos,0,1,2,3,4,5,6,7
RF,0.39075,0.3395,0.48525,0.5525,0.59325,0.62725,0.6545,0.68175
resnet,0.23475,0.2505,0.357,0.54375,0.6705,0.74675,0.803,0.85075
simpleCNN,0.2555,0.25125,0.38575,0.46025,0.568,0.62275,0.691,0.73875
2layercnn,0.25925,0.20275,0.26275,0.25,0.40575,0.50275,0.585,0.709
5layercnn,0.2,0.27525,0.26775,0.57125,0.66375,0.71125,0.753,0.8105
