algos,0,1,2,3,4,5,6,7
RF,0.2924,0.284,0.4242,0.4462,0.5044,0.5574,0.579,0.605
resnet,0.1998,0.1752,0.3216,0.5198,0.6102,0.6966,0.7496,0.7926
simpleCNN,0.1842,0.209,0.3374,0.4246,0.4986,0.5562,0.6152,0.6758
2layercnn,0.1852,0.1956,0.1776,0.25,0.2866,0.4466,0.5462,0.6626
5layercnn,0.1844,0.1816,0.2716,0.4536,0.5744,0.6368,0.7088,0.7552
