algos,0,1,2,3,4,5,6,7
RF,0.2954,0.3476,0.4176,0.4396,0.4992,0.5352,0.567,0.5916
resnet,0.2214,0.1678,0.2916,0.4758,0.5604,0.6722,0.7376,0.796
simpleCNN,0.1958,0.1886,0.2764,0.3822,0.4588,0.5262,0.5972,0.6538
2layercnn,0.19,0.2008,0.159,0.2024,0.3512,0.4146,0.523,0.633
5layercnn,0.2002,0.2046,0.244,0.414,0.5654,0.6372,0.685,0.747
