algos,0,1,2,3,4,5,6,7
RF,0.335,0.45775,0.5065,0.60325,0.608,0.672,0.69775,0.719
resnet,0.2265,0.242,0.344,0.5845,0.7175,0.783,0.83925,0.895
simpleCNN,0.187,0.278,0.37075,0.50575,0.56875,0.649,0.72825,0.768
2layercnn,0.252,0.30175,0.25025,0.33075,0.447,0.5175,0.63075,0.75525
5layercnn,0.30775,0.25525,0.40325,0.57775,0.674,0.75225,0.8255,0.8665
