algos,0,1,2,3,4,5,6,7
RF,0.16485714285714287,0.2958571428571429,0.32257142857142856,0.3647142857142857,0.42657142857142855,0.4682857142857143,0.5097142857142857,0.5374285714285715
resnet,0.12871428571428573,0.15657142857142858,0.21971428571428572,0.353,0.4987142857142857,0.6068571428571429,0.7112857142857143,0.7755714285714286
simpleCNN,0.14185714285714285,0.10685714285714286,0.23842857142857143,0.295,0.411,0.46185714285714285,0.5508571428571428,0.6001428571428571
2layercnn,0.15057142857142858,0.15585714285714286,0.17485714285714285,0.18542857142857141,0.15042857142857144,0.361,0.43357142857142855,0.5621428571428572
5layercnn,0.14957142857142858,0.12485714285714286,0.18457142857142858,0.3545714285714286,0.4928571428571429,0.5655714285714286,0.6595714285714286,0.7231428571428572
