algos,0,1,2,3,4,5,6,7
RF,0.15442857142857142,0.24985714285714286,0.2985714285714286,0.38342857142857145,0.4298571428571429,0.46514285714285714,0.4917142857142857,0.522
resnet,0.15142857142857144,0.1447142857142857,0.20685714285714285,0.34985714285714287,0.48214285714285715,0.5764285714285714,0.6754285714285714,0.7755714285714286
simpleCNN,0.12642857142857142,0.126,0.18585714285714286,0.291,0.37185714285714283,0.4491428571428571,0.5258571428571429,0.5677142857142857
2layercnn,0.14385714285714285,0.13914285714285715,0.15014285714285713,0.1737142857142857,0.20442857142857143,0.32457142857142857,0.41014285714285714,0.5187142857142857
5layercnn,0.14514285714285713,0.14871428571428572,0.2052857142857143,0.31985714285714284,0.44971428571428573,0.5231428571428571,0.6098571428571429,0.704
