algos,0,1,2,3,4,5,6,7
RF,0.37425,0.4265,0.52325,0.56125,0.60525,0.63025,0.677,0.69175
resnet,0.2735,0.2535,0.35575,0.50975,0.6405,0.7365,0.80575,0.8635
simpleCNN,0.237,0.26225,0.39025,0.49275,0.57625,0.62175,0.677,0.734
2layercnn,0.2505,0.305,0.25375,0.23475,0.3285,0.5005,0.58625,0.707
5layercnn,0.29475,0.258,0.3765,0.546,0.65025,0.71625,0.7985,0.83225
