algos,0,1,2,3,4,5,6,7
RF,0.579,0.6345,0.6875,0.751,0.759,0.783,0.813,0.83
resnet,0.527,0.51,0.6055,0.746,0.8235,0.8645,0.9055,0.9315
simpleCNN,0.498,0.455,0.658,0.689,0.7465,0.8065,0.8175,0.854
2layercnn,0.4975,0.4985,0.64,0.484,0.6565,0.7085,0.8085,0.872
5layercnn,0.492,0.503,0.629,0.7515,0.8325,0.89,0.9095,0.935
