algos,0,1,2,3,4,5,6,7
RF,0.175,0.21985714285714286,0.28685714285714287,0.3787142857142857,0.41728571428571426,0.4492857142857143,0.4858571428571429,0.5231428571428571
resnet,0.14785714285714285,0.12914285714285714,0.16657142857142856,0.3577142857142857,0.49157142857142855,0.6078571428571429,0.6944285714285714,0.7617142857142857
simpleCNN,0.15185714285714286,0.099,0.1472857142857143,0.2945714285714286,0.379,0.46185714285714285,0.5397142857142857,0.6072857142857143
2layercnn,0.13285714285714287,0.162,0.14342857142857143,0.19114285714285714,0.23214285714285715,0.337,0.44014285714285717,0.5664285714285714
5layercnn,0.11871428571428572,0.09428571428571429,0.184,0.3605714285714286,0.44285714285714284,0.562,0.637,0.714
