algos,0,1,2,3,4,5,6,7
RF,0.371,0.40375,0.43475,0.51575,0.55025,0.58075,0.6135,0.6355
resnet,0.252,0.277,0.3185,0.48,0.56375,0.66475,0.76575,0.84225
simpleCNN,0.19825,0.222,0.37475,0.467,0.51775,0.55475,0.63725,0.671
2layercnn,0.2525,0.24125,0.252,0.29175,0.36525,0.452,0.519,0.61925
5layercnn,0.2555,0.24,0.32475,0.48675,0.577,0.6445,0.73625,0.83225
