algos,0,1,2,3,4,5,6,7
RF,0.19714285714285715,0.2512857142857143,0.33285714285714285,0.3851428571428571,0.43314285714285716,0.4665714285714286,0.49142857142857144,0.523
resnet,0.14785714285714285,0.152,0.186,0.36542857142857144,0.4677142857142857,0.5761428571428572,0.6747142857142857,0.7457142857142857
simpleCNN,0.13514285714285715,0.10371428571428572,0.2312857142857143,0.3028571428571429,0.37242857142857144,0.44542857142857145,0.5257142857142857,0.5724285714285714
2layercnn,0.14285714285714285,0.2067142857142857,0.1492857142857143,0.14657142857142857,0.22742857142857142,0.33685714285714285,0.4288571428571429,0.5418571428571428
5layercnn,0.17742857142857144,0.152,0.20085714285714285,0.3577142857142857,0.45914285714285713,0.5151428571428571,0.609,0.69
