algos,0,1,2,3,4,5,6,7
RF,0.5285,0.5505,0.5875,0.605,0.617,0.6395,0.677,0.6925
resnet,0.524,0.5035,0.576,0.6915,0.7325,0.781,0.844,0.889
simpleCNN,0.4495,0.477,0.5255,0.594,0.588,0.6365,0.684,0.738
2layercnn,0.4595,0.505,0.506,0.5665,0.511,0.592,0.6125,0.676
5layercnn,0.502,0.492,0.5005,0.626,0.6385,0.683,0.785,0.85
