algos,0,1,2,3,4,5,6,7
RF,0.192,0.3078571428571429,0.3407142857142857,0.38557142857142856,0.4317142857142857,0.4747142857142857,0.5074285714285715,0.5368571428571428
resnet,0.13942857142857143,0.14542857142857143,0.16028571428571428,0.34585714285714286,0.4677142857142857,0.593,0.6912857142857143,0.7791428571428571
simpleCNN,0.18042857142857144,0.19385714285714287,0.21414285714285713,0.2927142857142857,0.38757142857142857,0.45557142857142857,0.5611428571428572,0.5974285714285714
2layercnn,0.12314285714285714,0.1382857142857143,0.1387142857142857,0.18642857142857142,0.19914285714285715,0.34214285714285714,0.44457142857142856,0.5417142857142857
5layercnn,0.1697142857142857,0.1677142857142857,0.19142857142857142,0.3435714285714286,0.4575714285714286,0.5605714285714286,0.6464285714285715,0.7354285714285714
