algos,0,1,2,3,4,5,6,7
RF,0.2926,0.287,0.3672,0.4272,0.4812,0.5146,0.5474,0.5828
resnet,0.1836,0.1774,0.2664,0.436,0.5502,0.6484,0.7384,0.7836
simpleCNN,0.1828,0.21,0.2842,0.413,0.4618,0.5334,0.5832,0.6296
2layercnn,0.2296,0.1892,0.1892,0.3296,0.3292,0.441,0.5132,0.6256
5layercnn,0.1986,0.2172,0.3264,0.4506,0.5346,0.6098,0.689,0.7692
