algos,0,1,2,3,4,5,6,7
RF,0.3456,0.3952,0.4388,0.4784,0.5194,0.5708,0.6012,0.632
resnet,0.1872,0.1898,0.2784,0.4962,0.6124,0.7094,0.7832,0.8338
simpleCNN,0.2304,0.2274,0.3376,0.4456,0.4886,0.5734,0.6474,0.6882
2layercnn,0.1998,0.1974,0.2018,0.2228,0.3244,0.4628,0.5424,0.6718
5layercnn,0.2126,0.2268,0.309,0.4814,0.6,0.6596,0.7364,0.7876
