algos,0,1,2,3,4,5,6,7
RF,0.293,0.342,0.4114,0.4716,0.5352,0.5774,0.6034,0.6306
resnet,0.1904,0.2118,0.255,0.4548,0.5704,0.6954,0.7738,0.8376
simpleCNN,0.1652,0.2214,0.2304,0.4148,0.4752,0.5772,0.6414,0.6816
2layercnn,0.2196,0.1818,0.204,0.2164,0.287,0.4502,0.5348,0.665
5layercnn,0.2002,0.1822,0.2812,0.469,0.5574,0.6606,0.7142,0.7924
