algos,0,1,2,3,4,5,6,7
RF,0.23666666666666666,0.30366666666666664,0.38133333333333336,0.43233333333333335,0.4855,0.5285,0.5546666666666666,0.5871666666666666
resnet,0.1525,0.16533333333333333,0.21733333333333332,0.39916666666666667,0.5101666666666667,0.6141666666666666,0.7231666666666666,0.7996666666666666
simpleCNN,0.18266666666666667,0.16216666666666665,0.22483333333333333,0.333,0.4646666666666667,0.5133333333333333,0.5796666666666667,0.6383333333333333
2layercnn,0.15983333333333333,0.18716666666666668,0.193,0.21133333333333335,0.246,0.3868333333333333,0.48583333333333334,0.5735
5layercnn,0.17183333333333334,0.15933333333333333,0.2445,0.393,0.5438333333333333,0.576,0.7038333333333333,0.7705
