algos,0,1,2,3,4,5,6,7
RF,0.2714,0.323,0.4232,0.4792,0.5278,0.5956,0.6256,0.6536
resnet,0.1802,0.2182,0.3074,0.4838,0.6384,0.7324,0.795,0.8554
simpleCNN,0.2024,0.1924,0.3264,0.4202,0.5018,0.5886,0.66,0.7218
2layercnn,0.2148,0.2342,0.2042,0.2092,0.3284,0.4366,0.597,0.7086
5layercnn,0.1952,0.158,0.2666,0.4454,0.5908,0.6842,0.7684,0.8278
