algos,0,1,2,3,4,5,6,7
RF,0.17685714285714285,0.18185714285714286,0.262,0.33071428571428574,0.39271428571428574,0.4412857142857143,0.45871428571428574,0.495
resnet,0.12671428571428572,0.15114285714285713,0.18071428571428572,0.31842857142857145,0.4582857142857143,0.5585714285714286,0.6478571428571429,0.715
simpleCNN,0.17685714285714285,0.16042857142857142,0.20357142857142857,0.28385714285714286,0.36314285714285716,0.4207142857142857,0.505,0.528
2layercnn,0.1467142857142857,0.135,0.14557142857142857,0.15028571428571427,0.18628571428571428,0.30857142857142855,0.38685714285714284,0.4997142857142857
5layercnn,0.151,0.13557142857142856,0.19414285714285714,0.3352857142857143,0.43642857142857144,0.49957142857142856,0.5815714285714285,0.6324285714285715
