algos,0,1,2,3,4,5,6,7
RF,0.22128571428571428,0.24942857142857142,0.2612857142857143,0.3364285714285714,0.38357142857142856,0.4217142857142857,0.45585714285714285,0.47814285714285715
resnet,0.147,0.16085714285714287,0.16942857142857143,0.3334285714285714,0.487,0.5508571428571428,0.6455714285714286,0.7224285714285714
simpleCNN,0.13085714285714287,0.13514285714285715,0.17942857142857144,0.2705714285714286,0.369,0.4308571428571429,0.4928571428571429,0.5374285714285715
2layercnn,0.15257142857142858,0.14885714285714285,0.11642857142857142,0.15228571428571427,0.19642857142857142,0.3017142857142857,0.394,0.498
5layercnn,0.13585714285714287,0.14757142857142858,0.17871428571428571,0.317,0.45714285714285713,0.5148571428571429,0.5965714285714285,0.6711428571428572
