algos,0,1,2,3,4,5,6,7
RF,0.356,0.4595,0.558,0.58775,0.629,0.6625,0.685,0.7105
resnet,0.233,0.258,0.3775,0.57025,0.69475,0.7685,0.8465,0.88475
simpleCNN,0.2595,0.2775,0.363,0.52825,0.5845,0.652,0.71975,0.753
2layercnn,0.23125,0.24925,0.2655,0.39225,0.4145,0.5565,0.6595,0.73825
5layercnn,0.222,0.2545,0.3935,0.578,0.68275,0.7215,0.80175,0.866
