algos,0,1,2,3,4,5,6,7
RF,0.531,0.575,0.652,0.6845,0.705,0.724,0.7375,0.746
resnet,0.4865,0.481,0.599,0.7225,0.797,0.835,0.8775,0.9065
simpleCNN,0.504,0.496,0.562,0.61,0.7065,0.741,0.7475,0.7775
2layercnn,0.4975,0.503,0.5035,0.567,0.6515,0.632,0.714,0.7745
5layercnn,0.471,0.4695,0.595,0.6905,0.69,0.772,0.8295,0.8515
