algos,0,1,2,3,4,5,6,7
RF,0.5645,0.7215,0.8095,0.836,0.851,0.8705,0.892,0.9105
resnet,0.4885,0.5305,0.6825,0.8305,0.914,0.9465,0.97,0.9815
simpleCNN,0.5175,0.5115,0.536,0.779,0.8265,0.8705,0.9165,0.9315
2layercnn,0.5515,0.483,0.5055,0.5265,0.6,0.7595,0.899,0.9555
5layercnn,0.513,0.597,0.6515,0.8515,0.8955,0.9445,0.9665,0.9795
