algos,0,1,2,3,4,5,6,7
RF,0.56,0.5885,0.635,0.6735,0.7125,0.7465,0.7645,0.7815
resnet,0.5385,0.5045,0.5755,0.7315,0.785,0.822,0.8665,0.8985
simpleCNN,0.548,0.5535,0.555,0.6815,0.7415,0.7645,0.7985,0.838
2layercnn,0.4835,0.4995,0.499,0.614,0.5915,0.7065,0.7475,0.823
5layercnn,0.508,0.4975,0.585,0.711,0.8085,0.827,0.819,0.8845
