algos,0,1,2,3,4,5,6,7
RF,0.68,0.7415,0.7755,0.818,0.858,0.8915,0.902,0.919
resnet,0.507,0.5095,0.6305,0.8555,0.918,0.9395,0.968,0.982
simpleCNN,0.5095,0.4815,0.6595,0.788,0.8565,0.8935,0.933,0.961
2layercnn,0.653,0.4975,0.5,0.5425,0.692,0.8345,0.9195,0.944
5layercnn,0.5695,0.4995,0.7855,0.8615,0.9085,0.957,0.9755,0.9745
